Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
55.0,F,46815.0,1.82,Houston,Bachelor,0
26.0,M,97737.0,1.5,Phoenix,Master,4
97.0,F,68658.0,1.86,Los Angeles,Phd,2
58.0,M,66824.0,1.75,Houston,Bachelor,3
98.0,F,98234.0,1.89,Los Angeles,,2
72.0,F,51527.0,1.77,Los Angeles,Phd,5
91.0,M,24382.0,1.56,New York,Bachelor,5
23.0,M,34070.0,1.51,New York,Phd,3
45.0,F,32105.0,1.59,Phoenix,Bachelor,5
54.0,M,49905.0,1.62,Chicago,,0
38.0,M,95814.0,1.52,Houston,Master,0
99.0,F,84340.0,1.91,Phoenix,Bachelor,4
66.0,F,44574.0,1.57,Phoenix,Master,2
46.0,F,55363.0,1.89,Chicago,Master,3
,,168285.0,1.92,,Phd,0
55.0,F,89229.0,1.6,Los Angeles,Bachelor,4
40.0,M,40393.0,1.86,New York,Phd,5
,,153471.0,1.8,,Bachelors,0
56.0,M,36310.0,1.98,Houston,Phd,3
,,186494.0,1.69,,Phd,0
75.0,F,50776.0,1.75,Houston,Phd,5
46.0,M,28512.0,1.82,Phoenix,Master,4
85.0,M,73152.0,1.82,New York,,3
42.0,M,21242.0,1.78,Chicago,,3
87.0,M,93051.0,1.76,New York,Bachelor,4
64.0,M,28872.0,1.75,New York,,5
63.0,F,86595.0,1.84,Phoenix,Bachelor,1
93.0,M,45069.0,1.99,Los Angeles,Bachelor,1
1.0,M,60985.0,1.67,Chicago,,1
42.0,M,98175.0,1.58,Los Angeles,,1
16.0,F,69723.0,1.57,Houston,,1
72.0,F,68388.0,2.0,Phoenix,Phd,3
53.0,M,66102.0,1.98,Los Angeles,Bachelor,5
47.0,F,86604.0,1.51,New York,Phd,2
7.0,M,34552.0,1.68,Houston,Phd,5
51.0,M,81400.0,1.69,Los Angeles,Phd,3
60.0,M,28628.0,1.58,Los Angeles,Phd,0
77.0,M,79503.0,1.8,Chicago,Bachelor,3
94.0,M,58669.0,1.68,Chicago,Phd,1
,,161102.0,1.74,,No Education,0
,,,1.76,,Bachelors,0
53.0,F,58730.0,1.82,Los Angeles,Master,2
,,,1.79,,Bachelors,0
44.0,F,43897.0,1.64,Phoenix,Phd,5
9.0,F,37321.0,1.62,Los Angeles,,5
13.0,F,34129.0,1.69,Houston,Bachelor,0
48.0,F,32764.0,1.54,New York,Phd,0
75.0,F,27990.0,1.84,New York,,4
83.0,F,66030.0,1.6,New York,Phd,4
1.0,M,90179.0,1.95,Houston,Phd,4
41.0,M,76746.0,1.72,Phoenix,,3
79.0,M,52508.0,1.56,Phoenix,Bachelor,0
18.0,M,21332.0,1.74,Los Angeles,Master,1
43.0,F,51759.0,1.81,New York,Phd,4
53.0,M,89163.0,1.85,Los Angeles,,1
65.0,F,63454.0,1.57,Houston,Phd,2
59.0,M,47337.0,1.98,Los Angeles,Master,5
,,150770.0,1.6,,Bachelors,0
40.0,F,27266.0,1.78,Los Angeles,Phd,5
22.0,F,96328.0,1.97,Los Angeles,,5
,,,1.68,,No Education,0
34.0,F,69258.0,1.64,Houston,Phd,1
49.0,F,50382.0,1.91,Phoenix,Bachelor,3
79.0,F,20403.0,1.67,Chicago,,1
64.0,F,78005.0,1.82,Los Angeles,,4
80.0,F,58184.0,1.92,Chicago,Bachelor,3
46.0,F,58285.0,1.97,Phoenix,Phd,3
6.0,F,48199.0,1.79,New York,Master,0
94.0,F,63438.0,1.98,Los Angeles,,0
70.0,F,61518.0,1.59,Phoenix,Bachelor,3
7.0,F,65694.0,1.66,New York,Master,1
100.0,M,71384.0,1.55,New York,Phd,2
,,,1.66,,Mastre,0
89.0,M,29197.0,1.5,Houston,Master,3
51.0,F,52463.0,1.94,Los Angeles,Master,0
53.0,F,56087.0,1.84,Phoenix,Phd,2
1.0,F,25938.0,1.59,Houston,,3
89.0,F,92307.0,1.88,Phoenix,Bachelor,0
81.0,F,36170.0,1.54,New York,Bachelor,4
50.0,F,21990.0,1.69,Phoenix,,2
29.0,F,75962.0,1.64,Houston,,5
65.0,F,99082.0,1.93,Phoenix,Bachelor,2
91.0,M,49481.0,1.65,Chicago,Master,4
24.0,M,86331.0,1.62,Los Angeles,Master,4
65.0,M,80345.0,1.92,Houston,Bachelor,1
,,,1.92,,Phd,0
5.0,M,60710.0,1.8,Phoenix,Bachelor,4
92.0,M,60933.0,1.59,Los Angeles,Phd,4
38.0,M,59275.0,1.84,Chicago,Master,2
14.0,M,31668.0,1.77,Phoenix,,3
54.0,F,82876.0,1.59,Chicago,,4
19.0,F,94111.0,1.62,Chicago,,5
98.0,M,54843.0,1.71,Chicago,Phd,5
60.0,F,29743.0,1.51,Chicago,,3
43.0,M,33028.0,1.84,Phoenix,,5
1.0,F,91857.0,1.99,Phoenix,Phd,4
,,198153.0,1.79,,Mastre,0
82.0,M,97679.0,1.88,Phoenix,Bachelor,1
,,173586.0,1.66,,No Education,0
4.0,F,70443.0,1.76,New York,Phd,4
82.0,F,90956.0,1.59,Los Angeles,Bachelor,2
79.0,F,79773.0,1.95,Houston,,5
21.0,F,30730.0,1.94,Houston,Master,4
24.0,F,43722.0,1.62,Phoenix,Master,1
43.0,M,44758.0,1.79,Chicago,Master,5
23.0,F,33618.0,1.58,Phoenix,Master,3
15.0,M,49716.0,1.65,Los Angeles,Master,4
,,,1.84,,Phd,0
99.0,F,60363.0,1.61,Houston,Master,5
100.0,F,67056.0,1.63,Houston,Bachelor,4
29.0,M,48224.0,1.87,Chicago,Bachelor,4
72.0,F,58702.0,1.65,Phoenix,Phd,2
2.0,F,69881.0,1.74,Los Angeles,,2
23.0,F,74539.0,1.57,Phoenix,,4
75.0,F,76815.0,1.73,Chicago,Master,0
87.0,M,43246.0,1.56,Houston,Master,3
93.0,M,67431.0,1.71,Phoenix,Master,5
37.0,F,50860.0,1.65,Phoenix,Bachelor,2
,,174323.0,1.86,,Phd,0
90.0,M,26224.0,1.88,Los Angeles,Phd,5
49.0,F,65344.0,1.51,New York,Master,2
18.0,F,62137.0,1.72,Los Angeles,Master,0
64.0,M,52683.0,1.61,New York,Phd,5
49.0,F,36832.0,1.74,Los Angeles,,3
,,,1.77,,Phd,0
,,187284.0,1.61,,No Education,0
93.0,M,47241.0,1.63,New York,Phd,3
13.0,M,70458.0,1.7,New York,Master,3
38.0,M,63211.0,1.79,Phoenix,Bachelor,0
66.0,F,63915.0,1.7,New York,Master,5
,,,1.63,,Bachelors,0
34.0,M,79486.0,1.69,Los Angeles,Bachelor,4
76.0,M,84566.0,1.99,Chicago,Phd,4
61.0,M,34639.0,1.97,Phoenix,Bachelor,2
81.0,M,34023.0,1.96,Los Angeles,,0
12.0,M,97680.0,1.52,Houston,,2
41.0,M,36623.0,1.68,New York,Phd,4
86.0,M,98708.0,1.89,Houston,Phd,0
13.0,F,27255.0,1.56,Houston,Master,5
17.0,F,42179.0,1.86,Chicago,Phd,5
87.0,M,39577.0,1.89,Chicago,Phd,5
77.0,M,38616.0,1.62,Los Angeles,Bachelor,1
,,,1.55,,Phd,0
36.0,M,54598.0,1.69,Chicago,Bachelor,4
48.0,M,23114.0,1.78,Los Angeles,Master,1
97.0,M,97162.0,1.62,New York,Phd,0
72.0,F,42389.0,1.55,Phoenix,Bachelor,4
77.0,M,70346.0,1.81,Phoenix,Bachelor,1
,,,1.96,,Phd,0
,,187969.0,1.75,,Bachelors,0
70.0,F,51123.0,1.84,Chicago,Bachelor,1
,,193212.0,1.78,,Mastre,0
29.0,M,61167.0,1.97,New York,Master,3
81.0,M,82499.0,1.78,Houston,Master,4
30.0,F,38616.0,1.79,New York,Phd,0
43.0,F,45888.0,2.0,Chicago,,3
65.0,M,87944.0,1.8,New York,Bachelor,0
85.0,M,97977.0,1.97,New York,,0
38.0,F,55443.0,1.56,Los Angeles,Phd,5
74.0,M,68279.0,1.61,Houston,,3
78.0,M,91497.0,1.67,Houston,Bachelor,4
81.0,M,24812.0,1.7,Houston,Phd,5
78.0,M,39722.0,1.85,Chicago,Phd,1
88.0,M,78273.0,1.56,Los Angeles,Master,1
79.0,M,55624.0,1.6,Los Angeles,,3
97.0,M,69713.0,1.86,Houston,Master,1
9.0,F,60110.0,1.75,Chicago,Phd,2
56.0,F,26483.0,1.65,Los Angeles,Bachelor,3
76.0,F,24750.0,1.93,Chicago,Master,2
,,187461.0,1.53,,Phd,0
29.0,M,64082.0,1.75,Los Angeles,,0
45.0,F,35814.0,1.9,Los Angeles,Bachelor,3
98.0,M,58365.0,1.75,Los Angeles,,2
83.0,F,73153.0,1.91,Houston,Phd,3
83.0,F,47333.0,1.63,Los Angeles,,1
77.0,F,24993.0,1.63,Houston,,3
92.0,F,29100.0,1.54,Phoenix,,1
44.0,M,91541.0,1.7,Houston,,0
19.0,M,22496.0,1.76,New York,Master,1
18.0,M,54375.0,1.51,Houston,,5
,,,1.89,,Phd,0
92.0,M,69837.0,1.9,Phoenix,Master,3
61.0,M,97618.0,1.84,Phoenix,,5
84.0,M,77604.0,1.55,Phoenix,Bachelor,4
87.0,M,31262.0,1.96,Los Angeles,Master,5
42.0,F,90828.0,1.94,New York,Master,4
,,191629.0,1.54,,Phd,0
17.0,F,52711.0,1.54,New York,,5
1.0,M,38025.0,1.72,Los Angeles,,3
74.0,M,80190.0,1.83,Los Angeles,Master,0
89.0,F,48206.0,1.6,New York,Bachelor,0
,,,1.73,,Bachelors,0
9.0,F,23231.0,1.62,New York,,4
71.0,M,84050.0,1.77,New York,,5
12.0,F,78070.0,1.92,New York,Master,5
64.0,F,45374.0,1.81,New York,Phd,4
86.0,F,83725.0,1.66,New York,,4
39.0,M,95682.0,1.73,Chicago,,4
97.0,M,78826.0,2.0,New York,Master,5
74.0,M,85298.0,1.91,New York,Phd,0
59.0,F,96485.0,1.71,Phoenix,Phd,0
32.0,F,62856.0,1.91,New York,Bachelor,4
99.0,M,62940.0,1.86,New York,,5
9.0,F,21451.0,1.84,Los Angeles,Master,1
16.0,F,99344.0,1.95,New York,Bachelor,2
11.0,M,49996.0,1.96,Chicago,Bachelor,0
37.0,M,84509.0,1.51,Phoenix,,0
78.0,M,87764.0,1.76,Houston,Phd,5
,,191309.0,1.51,,Mastre,0
31.0,M,20458.0,1.85,Phoenix,Master,2
27.0,M,66411.0,1.52,Phoenix,Phd,3
55.0,M,63008.0,1.78,Los Angeles,,3
,,162407.0,1.82,,No Education,0
73.0,M,66012.0,1.68,Chicago,Phd,4
70.0,F,44233.0,1.72,Houston,Phd,0
79.0,F,50217.0,1.76,Phoenix,Master,2
92.0,F,29759.0,1.7,Chicago,Bachelor,4
13.0,M,78342.0,1.75,Los Angeles,Bachelor,1
7.0,M,74465.0,2.0,Houston,Bachelor,4
41.0,M,21222.0,1.56,Phoenix,Phd,0
86.0,M,36489.0,1.81,Chicago,Phd,0
1.0,F,20148.0,1.75,Phoenix,Master,5
37.0,M,69114.0,1.77,Chicago,Master,2
87.0,F,27509.0,1.57,Chicago,,3
97.0,F,47614.0,1.69,Houston,Phd,2
,,172605.0,1.98,,No Education,0
78.0,M,78311.0,1.81,Phoenix,Phd,5
97.0,F,47888.0,1.78,New York,Bachelor,1
50.0,M,95963.0,2.0,Los Angeles,Phd,5
82.0,F,57849.0,1.57,Phoenix,Bachelor,2
14.0,F,30548.0,1.74,Phoenix,Phd,0
80.0,F,81415.0,1.96,Houston,,2
84.0,M,39152.0,1.82,Chicago,,1
58.0,F,58258.0,1.54,Los Angeles,,3
84.0,M,98095.0,1.64,Phoenix,,5
,,,1.84,,Mastre,0
8.0,M,77511.0,1.61,New York,Phd,4
4.0,M,68556.0,1.91,New York,Bachelor,2
,,167649.0,1.85,,Bachelors,0
47.0,M,34943.0,1.99,Chicago,Phd,2
79.0,F,77088.0,1.6,Chicago,Master,2
63.0,F,39131.0,1.57,New York,,1
47.0,F,83708.0,1.77,Phoenix,Phd,0
100.0,F,27998.0,1.88,Chicago,,2
67.0,M,35774.0,1.6,Houston,Bachelor,3
27.0,M,53382.0,1.87,Chicago,Master,0
34.0,F,35931.0,1.76,Chicago,Phd,4
87.0,F,50367.0,1.97,Chicago,Bachelor,5
38.0,F,44576.0,1.7,Phoenix,Bachelor,1
46.0,M,91141.0,1.57,Los Angeles,,4
77.0,F,63105.0,1.69,Los Angeles,Bachelor,2
95.0,M,72539.0,1.56,Chicago,Bachelor,5
35.0,M,57203.0,1.64,Los Angeles,Bachelor,4
22.0,M,78070.0,1.82,Phoenix,Bachelor,1
12.0,M,81019.0,1.77,Houston,Bachelor,4
3.0,M,31082.0,1.94,Los Angeles,Bachelor,1
92.0,F,24318.0,1.96,Houston,Phd,4
39.0,F,75950.0,1.69,Chicago,Phd,4
21.0,M,81291.0,1.84,Houston,Bachelor,3
3.0,F,73591.0,1.83,Los Angeles,Master,1
87.0,M,87940.0,1.56,Houston,Bachelor,4
66.0,M,86448.0,1.82,Los Angeles,Phd,5
38.0,F,31830.0,1.8,New York,Phd,5
12.0,M,49106.0,1.5,Los Angeles,Bachelor,5
66.0,F,62933.0,1.8,Houston,Bachelor,1
24.0,F,84078.0,1.5,Los Angeles,Phd,5
70.0,F,23039.0,1.52,New York,,3
81.0,F,40129.0,1.65,Phoenix,Bachelor,2
53.0,F,46342.0,1.94,Chicago,Bachelor,3
42.0,M,36695.0,1.84,Chicago,Master,1
35.0,M,50755.0,1.83,Chicago,Bachelor,3
73.0,M,35360.0,1.82,Houston,,2
,,160361.0,1.89,,Phd,0
60.0,M,82617.0,1.89,Phoenix,Bachelor,2
71.0,M,59873.0,1.67,Houston,Phd,1
57.0,F,60186.0,1.99,New York,Phd,4
23.0,M,24540.0,1.89,Chicago,Bachelor,3
42.0,F,92462.0,1.57,New York,Phd,4
,,191386.0,1.97,,No Education,0
5.0,M,35131.0,1.89,New York,Bachelor,4
91.0,M,91220.0,1.63,Los Angeles,Bachelor,5
48.0,F,85272.0,1.68,Chicago,Phd,4
40.0,M,86604.0,1.54,New York,Phd,5
,,199576.0,1.52,,Mastre,0
43.0,F,49937.0,1.51,Chicago,Bachelor,3
16.0,F,70255.0,1.9,Chicago,Phd,0
78.0,M,99827.0,1.95,Houston,Master,2
,,197553.0,1.52,,Phd,0
,,184320.0,1.86,,Mastre,0
27.0,F,23128.0,1.7,Phoenix,Master,2
59.0,F,33349.0,1.99,New York,Master,4
48.0,F,93958.0,1.55,Houston,Bachelor,3
58.0,M,79420.0,1.78,Houston,Bachelor,3
98.0,M,43821.0,1.99,New York,Master,4
60.0,M,39461.0,1.99,New York,Bachelor,5
1.0,F,71912.0,1.86,Chicago,Bachelor,2
57.0,M,94618.0,1.76,Chicago,Master,4
75.0,F,47278.0,1.64,Phoenix,Phd,5
49.0,M,39923.0,1.71,Chicago,Bachelor,0
,,176187.0,1.85,,No Education,0
4.0,F,21051.0,1.82,Houston,Phd,3
88.0,F,38599.0,1.85,Los Angeles,Phd,1
52.0,F,55861.0,1.55,Houston,,3
12.0,F,50772.0,1.75,Los Angeles,Master,3
86.0,F,41746.0,1.79,Houston,Bachelor,5
55.0,M,74848.0,1.83,Los Angeles,Master,0
76.0,M,23789.0,1.97,Chicago,,1
36.0,F,65205.0,1.94,Los Angeles,,5
15.0,M,76639.0,1.99,Phoenix,Phd,5
28.0,M,72608.0,1.57,Chicago,Master,4
98.0,M,85855.0,1.51,Chicago,Master,0
47.0,F,25128.0,1.68,New York,Bachelor,3
13.0,F,58234.0,1.76,Los Angeles,Master,0
22.0,F,33965.0,1.86,Phoenix,Bachelor,3
70.0,F,41175.0,1.68,Los Angeles,Bachelor,1
34.0,F,36833.0,1.76,Los Angeles,,2
72.0,M,60398.0,1.99,Los Angeles,Phd,2
27.0,F,37942.0,1.53,Phoenix,Master,1
49.0,F,23221.0,1.72,Houston,Phd,0
77.0,M,50856.0,1.55,Chicago,Master,3
41.0,M,64406.0,1.88,Phoenix,Master,5
100.0,M,41290.0,1.67,Chicago,Master,5
47.0,F,95838.0,1.6,Phoenix,,4
76.0,M,61866.0,1.52,New York,Phd,5
47.0,M,20627.0,1.79,New York,Bachelor,3
69.0,M,46499.0,1.68,Phoenix,Bachelor,3
21.0,M,44490.0,1.55,Los Angeles,Bachelor,5
63.0,M,38027.0,1.68,Chicago,Master,5
60.0,M,59733.0,1.76,New York,Phd,5
95.0,F,51690.0,1.77,Chicago,Phd,5
8.0,F,93049.0,1.72,Los Angeles,Phd,5
89.0,M,75099.0,1.57,Houston,Phd,1
53.0,M,74198.0,1.53,Los Angeles,,1
75.0,F,48440.0,1.62,Los Angeles,Bachelor,5
80.0,M,22362.0,1.79,Chicago,Bachelor,3
17.0,F,30255.0,1.71,New York,Bachelor,3
18.0,M,47138.0,1.52,Chicago,Phd,1
54.0,M,72290.0,1.59,Los Angeles,,4
77.0,M,98166.0,1.91,Phoenix,Phd,0
85.0,M,58174.0,1.99,Los Angeles,,4
15.0,M,85316.0,1.83,Los Angeles,Phd,5
48.0,F,69237.0,1.51,Phoenix,Phd,2
50.0,F,87845.0,1.79,Houston,Bachelor,3
73.0,F,87955.0,1.73,Chicago,,5
87.0,M,53302.0,1.7,Los Angeles,Bachelor,4
86.0,M,51774.0,1.85,Los Angeles,Master,5
33.0,F,72764.0,1.69,Houston,Bachelor,2
77.0,M,32738.0,1.56,Los Angeles,Phd,3
4.0,F,43137.0,1.56,Los Angeles,Bachelor,0
56.0,M,33106.0,1.72,Los Angeles,,4
3.0,M,46412.0,1.5,Phoenix,Bachelor,3
68.0,F,46266.0,1.74,Phoenix,,0
83.0,M,93041.0,1.91,New York,Phd,0
23.0,M,25509.0,1.74,Houston,Bachelor,0
64.0,M,47220.0,2.0,Los Angeles,Phd,0
55.0,M,69625.0,1.58,New York,Master,3
16.0,F,75218.0,1.69,New York,,0
3.0,M,52491.0,1.54,Chicago,Master,3
2.0,M,86742.0,1.77,New York,,5
22.0,M,25184.0,1.82,New York,Phd,2
92.0,M,95455.0,1.64,New York,,4
29.0,F,82230.0,1.71,Los Angeles,Phd,1
,,,1.89,,Mastre,0
10.0,M,70238.0,1.55,Chicago,Bachelor,1
85.0,M,98770.0,1.6,Los Angeles,Phd,3
18.0,M,46677.0,1.67,New York,,3
4.0,F,88367.0,1.65,New York,Master,4
80.0,M,83263.0,1.52,New York,Bachelor,1
98.0,F,89403.0,1.98,Chicago,Master,4
34.0,M,62005.0,1.66,Los Angeles,Master,5
47.0,M,40051.0,1.97,Chicago,Phd,4
76.0,M,41470.0,1.55,New York,Phd,5
91.0,F,86863.0,1.98,New York,Phd,5
100.0,F,96588.0,1.53,Houston,Master,2
50.0,M,73320.0,1.88,Chicago,Master,1
75.0,M,86417.0,1.71,New York,Phd,2
15.0,M,59593.0,1.64,Phoenix,Master,1
43.0,M,35344.0,1.67,Phoenix,,3
100.0,M,71468.0,1.64,Los Angeles,Master,1
61.0,M,92458.0,1.53,Houston,Phd,3
27.0,F,85901.0,1.68,Los Angeles,Phd,5
91.0,F,28764.0,1.95,New York,Master,3
34.0,F,50516.0,1.9,Chicago,Master,2
77.0,M,36547.0,1.88,New York,Bachelor,1
34.0,F,24475.0,1.98,New York,Phd,2
25.0,F,46177.0,1.83,Los Angeles,,2
72.0,M,27989.0,1.54,Phoenix,Master,2
45.0,F,60373.0,1.53,Los Angeles,,2
82.0,F,97380.0,1.98,New York,Bachelor,0
85.0,M,71375.0,1.56,Chicago,,4
55.0,M,98079.0,1.82,Houston,Phd,3
26.0,M,64350.0,1.85,Chicago,Master,1
27.0,F,26465.0,1.87,Houston,Master,4
62.0,F,78178.0,1.6,Houston,,5
46.0,F,20224.0,1.98,Phoenix,Bachelor,4
73.0,F,77683.0,1.82,Chicago,Bachelor,3
66.0,F,82162.0,1.82,Phoenix,Master,0
89.0,F,34336.0,1.93,Houston,Bachelor,1
93.0,F,57264.0,1.88,Houston,Bachelor,3
35.0,F,52239.0,1.85,Houston,Bachelor,0
76.0,M,39415.0,1.69,New York,,2
89.0,M,24045.0,1.57,New York,,0
11.0,M,71292.0,1.96,New York,Phd,4
32.0,F,70477.0,1.97,New York,Bachelor,2
94.0,M,30763.0,1.66,Houston,Master,2
,,,1.82,,No Education,0
95.0,M,93453.0,1.78,Houston,Master,1
61.0,M,23094.0,1.65,Phoenix,Phd,5
91.0,F,70139.0,1.52,Phoenix,,4
68.0,F,25633.0,1.83,Chicago,Master,3
64.0,F,43331.0,1.76,Chicago,Phd,3
1.0,F,40509.0,1.54,New York,,0
15.0,F,67651.0,1.75,Phoenix,Bachelor,1
72.0,M,49010.0,1.72,Phoenix,Master,4
67.0,F,99862.0,1.57,Los Angeles,Phd,3
12.0,F,27394.0,1.89,Chicago,Bachelor,3
81.0,M,68003.0,1.68,Phoenix,Phd,0
85.0,F,24241.0,1.77,New York,,0
89.0,F,20682.0,1.53,Chicago,,5
91.0,M,56761.0,1.69,Phoenix,,3
88.0,M,62887.0,1.61,Phoenix,Bachelor,0
12.0,M,92445.0,1.59,Chicago,,1
16.0,M,86251.0,1.6,Los Angeles,Bachelor,4
93.0,M,69341.0,1.65,New York,Phd,3
30.0,M,60079.0,1.77,New York,Bachelor,4
30.0,M,99189.0,1.68,New York,,5
61.0,M,30062.0,1.75,Houston,Master,2
79.0,M,88707.0,1.51,New York,Bachelor,0
42.0,F,21896.0,1.92,Houston,,3
,,,1.54,,No Education,0
21.0,F,73110.0,1.78,Phoenix,Phd,3
27.0,M,81959.0,1.75,Houston,Phd,5
26.0,F,45432.0,1.98,Phoenix,,3
13.0,F,56173.0,1.84,Houston,Phd,3
35.0,M,39503.0,1.5,New York,Bachelor,3
31.0,M,55035.0,1.84,New York,Bachelor,3
22.0,F,41690.0,1.69,Chicago,Bachelor,2
36.0,F,68667.0,1.79,Houston,Master,0
11.0,F,24966.0,1.84,Chicago,Phd,2
81.0,M,35359.0,1.77,Chicago,Bachelor,2
57.0,M,78497.0,1.56,Chicago,Phd,5
2.0,M,77308.0,1.64,New York,Phd,5
86.0,M,52272.0,1.8,Phoenix,Master,2
60.0,F,51035.0,1.68,Phoenix,,4
98.0,F,63858.0,1.86,Chicago,Master,5
98.0,M,21042.0,1.84,Phoenix,,1
13.0,M,56480.0,1.73,New York,Bachelor,5
19.0,F,62310.0,1.92,Phoenix,Bachelor,0
63.0,M,68293.0,1.75,Phoenix,Bachelor,3
65.0,F,28866.0,2.0,Los Angeles,,5
63.0,F,93652.0,1.64,Phoenix,Phd,5
99.0,M,83371.0,1.79,Phoenix,,5
78.0,M,22933.0,1.95,Chicago,Master,3
54.0,F,99086.0,1.57,New York,Phd,1
31.0,M,22623.0,1.66,Chicago,Bachelor,3
32.0,M,46871.0,1.59,Houston,Bachelor,5
96.0,M,22586.0,1.52,New York,Bachelor,0
66.0,M,27501.0,1.81,Chicago,Phd,3
63.0,M,33559.0,1.76,New York,Master,0
98.0,M,55960.0,1.8,Chicago,Bachelor,0
,,162830.0,1.62,,Phd,0
83.0,M,42628.0,1.92,Houston,,3
6.0,M,46247.0,1.64,Houston,Master,1
66.0,M,86886.0,1.72,Los Angeles,,3
93.0,M,75325.0,1.79,Houston,Master,0
9.0,M,44310.0,1.55,Phoenix,,4
25.0,F,49872.0,1.65,Los Angeles,Bachelor,1
87.0,M,97987.0,1.76,Chicago,Bachelor,4
23.0,F,36663.0,1.94,Los Angeles,Phd,2
23.0,M,93082.0,1.76,New York,Phd,2
95.0,F,64099.0,1.68,Los Angeles,Phd,4
7.0,F,98059.0,1.85,Los Angeles,Phd,2
65.0,M,28853.0,1.62,Houston,Phd,2
19.0,F,71131.0,1.5,Houston,Phd,5
24.0,F,73168.0,1.68,Phoenix,Phd,0
7.0,F,56380.0,1.65,Houston,Phd,5
40.0,M,58217.0,1.99,New York,Bachelor,3
37.0,F,57794.0,1.52,Phoenix,Phd,5
67.0,M,50737.0,1.52,Phoenix,Master,4
38.0,M,40890.0,1.61,Phoenix,Bachelor,4
85.0,F,25687.0,1.82,Phoenix,Bachelor,5
92.0,M,45055.0,1.99,Phoenix,Bachelor,0
31.0,M,76375.0,1.94,Houston,Master,0
41.0,M,97594.0,1.8,Chicago,Phd,5
15.0,M,53534.0,1.76,Chicago,,0
78.0,F,68062.0,1.63,Houston,Phd,4
63.0,M,97737.0,1.71,Phoenix,Master,1
66.0,M,28272.0,1.79,New York,Master,1
100.0,M,65319.0,1.68,Phoenix,,4
100.0,F,45780.0,1.86,Phoenix,,2
72.0,M,95210.0,1.69,New York,Bachelor,0
13.0,M,21300.0,1.74,Chicago,Phd,3
54.0,M,93506.0,1.78,Phoenix,Master,1
33.0,M,42402.0,1.74,Houston,Phd,5
76.0,F,81933.0,1.78,New York,Master,0
46.0,M,49891.0,1.51,Houston,Bachelor,2
61.0,F,58057.0,1.81,Houston,Phd,3
15.0,F,72928.0,1.69,Chicago,Master,3
,,174147.0,1.76,,Mastre,0
5.0,M,79006.0,1.66,Phoenix,,2
38.0,F,33973.0,1.52,Chicago,Bachelor,1
19.0,F,56254.0,1.73,Phoenix,Master,0
86.0,M,99086.0,1.9,Houston,Bachelor,1
44.0,F,27840.0,1.51,Chicago,Bachelor,0
,,,1.6,,No Education,0
76.0,M,50938.0,2.0,New York,Phd,2
3.0,M,70200.0,1.67,Chicago,,4
2.0,F,20133.0,1.94,Houston,Bachelor,5
91.0,M,47674.0,1.56,Phoenix,Phd,3
81.0,M,75775.0,1.65,Houston,,5
24.0,M,93523.0,1.97,Phoenix,Phd,2
,,,1.98,,Bachelors,0
38.0,M,70594.0,1.78,Phoenix,,0
22.0,M,38464.0,1.95,Phoenix,Bachelor,3
18.0,F,78485.0,1.59,Los Angeles,Bachelor,4
36.0,M,69293.0,1.65,Los Angeles,Bachelor,1
,,172229.0,1.53,,Bachelors,0
,,166290.0,1.5,,No Education,0
64.0,M,80970.0,1.83,Phoenix,Phd,0
6.0,F,73125.0,1.85,Phoenix,Master,3
91.0,F,92065.0,1.63,Chicago,Bachelor,0
16.0,F,43662.0,1.61,Chicago,Bachelor,5
70.0,M,38921.0,1.76,New York,,5
100.0,F,97165.0,1.82,Houston,Master,0
84.0,M,45329.0,1.85,Chicago,Master,3
29.0,M,85262.0,1.61,Los Angeles,Master,3
81.0,M,99307.0,1.66,Chicago,,1
13.0,F,71651.0,1.98,Phoenix,,2
31.0,M,64054.0,1.63,Houston,,3
64.0,F,29476.0,1.65,Los Angeles,Phd,4
,,,2.0,,Bachelors,0
87.0,F,36154.0,1.86,Los Angeles,Bachelor,0
,,160702.0,1.68,,Bachelors,0
27.0,M,52906.0,1.7,Chicago,Phd,3
33.0,M,38057.0,1.83,Houston,Master,2
5.0,M,26839.0,1.76,Los Angeles,Phd,4
29.0,M,76114.0,1.89,Phoenix,Bachelor,0
8.0,F,36793.0,1.8,Houston,Bachelor,3
44.0,M,56056.0,1.56,Houston,Phd,3
95.0,F,80319.0,1.59,New York,Bachelor,4
86.0,F,91700.0,1.91,New York,Master,2
61.0,M,78644.0,1.9,Los Angeles,Phd,4
,,,1.96,,Bachelors,0
22.0,F,64448.0,1.96,Houston,,3
43.0,F,56204.0,1.8,Los Angeles,,3
91.0,F,31526.0,1.62,Phoenix,Phd,5
82.0,M,74950.0,1.57,Chicago,Bachelor,0
12.0,F,34752.0,1.84,Phoenix,,2
64.0,F,43870.0,1.81,Phoenix,Phd,0
29.0,F,42975.0,1.53,Houston,Master,0
29.0,F,29153.0,1.89,New York,,2
32.0,M,35865.0,1.54,Chicago,Bachelor,5
45.0,M,80960.0,1.94,Los Angeles,Bachelor,5
67.0,F,92889.0,1.59,New York,Bachelor,2
15.0,F,79524.0,1.71,Chicago,Master,1
,,157434.0,1.61,,No Education,0
53.0,F,96736.0,1.57,Phoenix,Bachelor,2
65.0,F,73556.0,1.74,Phoenix,,2
21.0,M,55095.0,1.98,Los Angeles,Phd,1
